accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,best_val_mcc,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,elapsed_s
0.4820558263181214,0.5197889182058048,0.3286071726438699,0.402657128257537,-0.0163122382454596,0.0003720208187587,0.0192878412156144,0.014992257580161,-0.0241191387176513,0.5159503766061143,0.1886354893447921,1.030719518661499,22.232114791870117,-59.5879020690918,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0170766483754487,92,1,0.005,128,40,1.0,64,0.0001,0.5,473.4920299053192
0.5128712871287129,0.5289678987082748,0.7697747999255536,0.6270466949666464,-0.0111771541050944,0.0012971402611583,0.0360158334786014,0.024213258177042,-0.0909059047698974,0.5095049504950495,-0.4643168719490853,0.9177838563919068,-99.99999237060548,-100.0,A4,concat,0,42,"[""price"", ""macro""]",23323,6372,10100,13987,0.0280057111863379,33,1,0.005,256,10,1.0,64,0.0001,0.5,45.613601207733154
0.5047599959915823,0.514790996784566,0.6246586031993757,0.5644279922439627,0.0028626114218676,0.0006991829141043,0.0264420671299411,0.0194742307066917,-0.2541767358779907,0.5111734642749775,-0.2720979817753923,0.956600308418274,-99.89836883544922,-99.94824981689452,A4,concat,2,42,"[""price"", ""macro""]",38675,10972,9979,13987,0.0210502471901911,22,1,0.005,256,10,1.0,64,0.0001,0.5,49.777973890304565
0.5157288435976961,0.5291689598238856,0.8019182652210175,0.6375994694960212,-0.0084180513605333,0.0003757903759833,0.0193853134094691,0.0148237515240907,-0.0344961881637573,0.5325653522374834,0.9491855002774848,1.1644757986068726,7393.57763671875,-52.957332611083984,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0019546695993682,23,1,0.005,256,10,1.0,64,0.0001,0.5,73.07674598693848
0.5128712871287129,0.5289678987082748,0.7697747999255536,0.6270466949666464,-0.0111771541050944,0.0012971402611583,0.0360158334786014,0.024213258177042,-0.0909059047698974,0.5095049504950495,-0.4643168719490853,0.9177838563919068,-99.99999237060548,-100.0,A4,concat,0,42,"[""price"", ""macro""]",23323,6372,10100,13987,0.0280057111863379,43,1,0.005,256,20,1.0,64,0.0001,0.5,59.96101403236389
0.5047599959915823,0.514790996784566,0.6246586031993757,0.5644279922439627,0.0028626114218676,0.0006991829141043,0.0264420671299411,0.0194742307066917,-0.2541767358779907,0.5111734642749775,-0.2720979817753923,0.956600308418274,-99.89836883544922,-99.94824981689452,A4,concat,2,42,"[""price"", ""macro""]",38675,10972,9979,13987,0.0210502471901911,32,1,0.005,256,20,1.0,64,0.0001,0.5,73.63785719871521
0.5157288435976961,0.5291689598238856,0.8019182652210175,0.6375994694960212,-0.0084180513605333,0.0003757903759833,0.0193853134094691,0.0148237515240907,-0.0344961881637573,0.5325653522374834,0.9491855002774848,1.1644757986068726,7393.57763671875,-52.957332611083984,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0019546695993682,33,1,0.005,256,20,1.0,64,0.0001,0.5,106.56225991249084
0.5128712871287129,0.5289678987082748,0.7697747999255536,0.6270466949666464,-0.0111771541050944,0.0012971402611583,0.0360158334786014,0.024213258177042,-0.0909059047698974,0.5095049504950495,-0.4643168719490853,0.9177838563919068,-99.99999237060548,-100.0,A4,concat,0,42,"[""price"", ""macro""]",23323,6372,10100,13987,0.0280057111863379,63,1,0.005,256,40,1.0,64,0.0001,0.5,87.32328391075134
0.4916324280990079,0.5079412646089302,0.3306671868903628,0.4005671747607231,-0.0081365625714058,0.0005612569511868,0.0236908621874934,0.0182787273079156,-0.0067687034606933,0.5069646257139994,-0.1481231706761888,0.9761359095573424,-99.2984619140625,-99.59632873535156,A4,concat,2,42,"[""price"", ""macro""]",38675,10972,9979,13987,0.0440144616790603,93,1,0.005,256,40,1.0,64,0.0001,0.5,210.1301658153534
0.4771821001329198,0.5133426966292135,0.304837364470392,0.3825222396650968,-0.024341601942213,0.0003723514382727,0.0192964099840551,0.0150146624073386,-0.025029182434082,0.5044306601683651,0.1161341933604772,1.0188026428222656,-17.329729080200195,-84.18740844726562,A4,concat,4,42,"[""price"", ""macro""]",54277,15339,4514,13987,0.0166051356761862,115,1,0.005,256,40,1.0,64,0.0001,0.5,360.09007501602173
